2,1,0.7135593220338983
2,2,0.7135593220338983
2,3,0.7049386323787259
2,4,0.6877556984219755
2,5,0.6912039742840445
2,6,0.6843366452367037
2,7,0.6877849210987725
2,8,0.6980713033313851
2,9,0.7115721800116891
3,1,0.7135593220338983
3,2,0.7221507890122735
3,3,0.7170075978959674
3,4,0.7135885447106954
3,5,0.7253360607831678
3,6,0.7133839859731153
3,7,0.6894213909994156
3,8,0.6998246639392167
3,9,0.6913208649912332
4,1,0.7135593220338983
4,2,0.6860315604909409
4,3,0.6895382817066044
4,4,0.6963471654003507
4,5,0.6723553477498538
4,6,0.6533898305084745
4,7,0.6964640561075395
4,8,0.6826709526592636
4,9,0.6724722384570427
5,1,0.7135593220338983
5,2,0.6568088836937463
5,3,0.6620689655172414
5,4,0.6653711279953244
5,5,0.6705435417884278
5,6,0.6638515488018703
5,7,0.6689362945645821
5,8,0.6724722384570426
5,9,0.6672121566335476
6,1,0.7135593220338983
6,2,0.6808591466978375
6,3,0.7066919929865575
6,4,0.725394506136762
6,5,0.6999123319696083
6,6,0.6810637054354178
6,7,0.6965809468147283
6,8,0.7188778492109877
6,9,0.6999707773232029
7,1,0.7135593220338983
7,2,0.7239333722969024
7,3,0.7049094097019287
7,4,0.6789888953828169
7,5,0.6844827586206896
7,6,0.6759205143191116
7,7,0.6500876680303915
7,8,0.6723845704266511
7,9,0.6586206896551724
8,1,0.7135593220338983
8,2,0.7239625949736996
8,3,0.7016656925774402
8,4,0.677644652250146
8,5,0.6845704266510813
8,6,0.6827001753360608
8,7,0.6845412039742842
8,8,0.6828462887200468
8,9,0.6809468147282292
9,1,0.7135593220338983
9,2,0.6909117475160725
9,3,0.6652834599649328
9,4,0.6739918176504969
9,5,0.7014903565166569
9,6,0.684365867913501
9,7,0.6758620689655173
9,8,0.670718877849211
9,9,0.6620689655172415
10,1,0.7135593220338983
10,2,0.7222092343658679
10,3,0.6912039742840445
10,4,0.7049386323787259
10,5,0.6827878433664524
10,6,0.691116306253653
10,7,0.7067796610169491
10,8,0.6793103448275861
10,9,0.6880479251899473
11,1,0.7135593220338983
11,2,0.7188194038573934
11,3,0.6534774985388662
